The ancient city of Balkh,Spring
The Buddhas of Bamiyan,Summer
The Blue Mosque in Mazar-e-Sharif,Summer
The Gardens of Babur in Kabul,Spring
Band-e-Amir National Park,Summer
Minaret of Jam,Summer
Istalif pottery village,Spring
Paghman Valley,Spring
Herat Citadel,Summer
Jalalabad's Museum of Archaeology,Spring
Albanian Riviera,Summer
Butrint National Park,Summer
Berat Castle,Spring
Shkoder Castle,Summer
Blue Eye (Syri i Kalter),Summer
Kruja Castle,Spring
Et'hem Bey Mosque,Spring
Gjirokastra Castle,Spring
Skanderbeg Square,Spring
Llogara Pass,Spring
Casbah of Algiers,Spring
Tassili n'Ajjer National Park,Spring
Djémila,Spring
Tipasa,Summer
Constantine,Spring
Oran,Summer
Al Qal'a of Beni Hammad,Spring
Ghardaïa,Spring
Timgad,Spring
Timimoun,Summer
Sant Joan de Caselles Church,Summer
Vallnord Ski Resort,Winter
Caldea Spa,Winter
Grandvalira Ski Resort,Winter
Casa de la Vall,Summer
Mirador del Roc del Quer,Summer
Meritxell Sanctuary,Summer
Palau de Gel d'Andorra,Winter
Lake Engolasters,Summer
Santuario de Nuestra Senora de Meritxell,Summer
Kalandula Falls,Summer
Fortaleza de São Miguel,Summer
Ilha do Mussulo,Summer
Iona National Park,Summer
Cangandala National Park,Summer
Kissama National Park,Summer
Miradouro da Lua,Summer
Namibe Desert,Summer
Igreja de Nossa Senhora do Populo,Summer
Sangano Beach,Summer
Nelson's Dockyard National Park,Summer
Shirley Heights Lookout,Summer
Devil's Bridge,Summer
Darkwood Beach,Summer
Antigua Rainforest Canopy Tour,Summer
Half Moon Bay,Summer
Betty's Hope,Summer
Great Bird Island,Summer
Antigua and Barbuda Museum,Summer
St. John's Cathedral,Summer
Iguazu Falls,Summer
Buenos Aires,Spring
Perito Moreno Glacier,Summer
Bariloche,Spring
Mendoza Wine Region,Summer
Salta and Jujuy Provinces,Summer
Colonia del Sacramento (Uruguay),Spring
Tierra del Fuego National Park,Summer
Ushuaia,Spring
Valdes Peninsula Wildlife Reserve,Summer
Garni Temple,Summer
Geghard Monastery,Summer
Tatev Monastery,Summer
Lake Sevan,Summer
Dilijan National Park,Summer
Khor Virap Monastery,Summer
The Cascade Complex,Spring
Noravank Monastery,Summer
Zvartnots Cathedral,Summer
Erebuni Fortress Museum,Spring
Sydney Opera House,Spring
Great Barrier Reef,Summer
Uluru (Ayers Rock),Summer
Bondi Beach,Summer
Kangaroo Island,Summer
Blue Mountains National Park,Spring
Phillip Island,Spring
Daintree Rainforest,Summer
The Great Ocean Road,Spring
Kakadu National Park,Summer
Schönbrunn Palace,Spring
Schönbrunn Palace,Spring
Belvedere Palace,Summer
St. Stephen's Cathedral,Spring
Salzburg Old Town,Spring
Hohensalzburg Fortress,Summer
Hallstatt,Summer
Innsbruck,Spring
Grossglockner High Alpine Road,Summer
Vienna State Opera,Spring
Lake Wolfgang,Summer
Brussels Grand Place,Spring
Atomium,Summer
Manneken Pis,Spring
Royal Palace of Brussels,Spring
Mini-Europe,Summer
Cinquantenaire Park,Summer
Bruges Old Town,Spring
Antwerp Central Station,Spring
Ghent's Historic Centre,Spring
The Belfry of Bruges,Summer
Belgium Chocolate Shops,Spring
Statue of Liberty (New York),Spring
Times Square,Summer
Central Park (New York),Spring
Empire State Building,Spring
Brooklyn Bridge,Spring
The Metropolitan Museum of Art,Spring
Niagara Falls,Summer
The White House,Spring
Grand Canyon National Park,Summer
Yellowstone National Park,Summer
Statue of Liberty (Paris),Spring
Eiffel Tower,Summer
Louvre Museum,Spring
Palace of Versailles,Spring
Mont Saint-Michel,Summer
Côte d'Azur (French Riviera),Summer
Loire Valley,Spring
Provence,Spring
Château de Chambord,Summer
Musée d'Orsay,Summer
Notre-Dame Cathedral,Spring
Mount Everest,Summer
Pashupatinath Temple,Spring
Swayambhunath Stupa,Summer
Boudhanath Stupa,Summer
Durbar Square in Kathmandu,Spring
Annapurna Circuit,Summer
Pokhara Valley,Summer
Nagarkot,Spring
Tilicho Lake,Spring
Mount Fuji,Summer
Kinkaku-ji (Golden Pavilion),Spring
Himeji Castle,Spring
Tokyo Disneyland,Summer
Osaka Castle,Spring
Hiroshima Peace Memorial Park,Spring
Nara Park,Spring
Arashiyama Bamboo Grove,Summer
Kiyomizu-dera Temple,Spring
Petra,Summer
Wadi Rum,Summer
Dead Sea,Summer
Amman Citadel,Spring
Jerash,Summer
Aqaba,Summer
Madaba,Spring
Mount Nebo,Spring
Machu Picchu,Summer
Sacsayhuaman,Summer
The Sacred Valley,Summer
Lima's Historic Center,Spring
Nazca Lines,Spring
Huacachina,Summer
Colca Canyon,Summer
The Amazon Rainforest,Summer
Cusco's Historic Center,Summer
Charles Bridge,Spring
Prague Castle,Spring
Old Town Square (Prague),Spring
St. Vitus Cathedral,Spring
Petrin Hill and Observation Tower,Spring
Wenceslas Square,Spring
Kutná Hora,Spring
Karlštejn Castle,Summer
Krakow Old Town,Spring
Wieliczka Salt Mine,Spring
Wawel Castle,Spring
Auschwitz-Birkenau Memorial,Summer
Tatra Mountains,Summer
Białowieża Forest,Spring
Warsaw Old Town,Spring
Malbork Castle,Spring
Copacabana Beach,Summer
Christ the Redeemer,Summer
Sugarloaf Mountain,Spring
Ipanema Beach,Summer
Fernando de Noronha,Summer
Pelourinho,Summer
Iguazu Falls (Brazilian side),Summer
Iguazu Falls (Brazilian side),Summer
Amazon Rainforest (Brazil),Summer
Cathedral of Brasília,Spring
Pantanal Wetlands,Spring
Lençóis Maranhenses National Park,Summer
Chapada dos Veadeiros National Park,Summer
Foz do Iguaçu,Summer
Maracanã Stadium,Summer
Pão de Açúcar (Sugarloaf Mountain),Spring
Tijuca Forest,Summer
São Paulo Museum of Art,Spring
Fernando de Noronha,Summer
Museo del Prado,Summer
Plaza Mayor (Madrid),Spring
Sagrada Familia,Spring
Park Güell,Summer
El Retiro Park,Spring
Toledo Cathedral,Summer
Granada Alhambra,Spring
Seville Cathedral,Spring
Ibiza Old Town,Summer
Mallorca's Beaches,Summer
Valencia City of Arts and Sciences,Spring
Montserrat Monastery,Spring
Park Guell,Summer
La Rambla,Spring
Guggenheim Museum (Bilbao),Spring
La Concha Beach (San Sebastián),Summer
Santiago de Compostela Cathedral,Spring
Aqueduct of Segovia,Spring
Alhambra (Granada),Spring
Tenerife's Beaches,Summer
Teide National Park,Summer
La Sagrada Familia (Barcelona),Spring
Plaza de España (Seville),Spring
The Alhambra (Granada),Spring
Cordoba Mezquita,Spring
Mauritius Beaches,Summer
Black River Gorges National Park,Spring
Le Morne Brabant,Summer
Seven Colored Earths,Spring
Chamarel Waterfall,Spring
Pamplemousses Botanical Garden,Spring
Port Louis (Capital),Spring
Grand Baie,Summer
Mount Kenya,Summer
Masai Mara National Reserve,Summer
Amboseli National Park,Spring
Lake Nakuru,Spring
Samburu National Reserve,Spring
Lamu Island,Summer
Nairobi National Park,Spring
Tsavo National Park,Summer
Lake Naivasha,Spring
Zanzibar Beaches,Summer
Serengeti National Park,Summer
Mount Kilimanjaro,Summer
Ngorongoro Conservation Area,Spring
Stone Town (Zanzibar City),Spring
Pemba Island,Spring
Lake Manyara National Park,Summer
Lake Victoria,Spring
Cape Town's Beaches,Summer
Table Mountain,Summer
Cape of Good Hope,Spring
Kirstenbosch National Botanical Garden,Spring
Robben Island,Spring
Victoria and Alfred Waterfront,Summer
Kruger National Park,Summer
Blyde River Canyon Nature Reserve,Summer
Addo Elephant National Park,Summer
Johannesburg Apartheid Museum,Spring
Cango Caves,Spring
Drakensberg Mountains,Spring
The Big Hole (Kimberley),Spring
Golden Gate Highlands National Park,Summer
Sun City Resort,Summer
Augrabies Falls,Summer
Garden Route National Park,Spring
Mahé Island Beaches,Summer
Victoria, Seychelles,Summer
Anse Lazio Beach,Spring
Vallée de Mai Nature Reserve,Spring
Aldabra Atoll,Summer
Praslin Island,Summer
La Digue Island,Spring
Mount Batur,Summer
Ubud Monkey Forest,Spring
Tanah Lot Temple,Spring
Tegalalang Rice Terrace,Summer
Punta Cana Beach,Summer
Santo Domingo's Colonial Zone,Winter
Saona Island,Summer
Los Haitises National Park,Winter
El Limón Waterfall,Summer
Altos de Chavón,Winter
Samaná Bay,Summer
Catalina Island,Winter
Las Terrenas,Summer
Jarabacoa,Winter
Galapagos Islands,Spring
Quito Old Town,Autumn
Otavalo Market,Summer
Chimborazo,Winter
Cuenca City,Spring
Baños de Agua Santa,Summer
Mindo Cloud Forest,Autumn
Cotopaxi,Winter
Puerto Lopez Beach,Summer
Guayaquil City,Spring
Pyramids of Giza,Spring
Valley of the Kings,Autumn
Abu Simbel,Autumn
Karnak Temple,Spring
Luxor Temple,Autumn
Cairo Citadel,Spring
Egyptian Museum,Autumn
Aswan High Dam,Spring
White Desert,Winter
Alexandria Lighthouse (Pharos),Summer
San Salvador Cathedral,Autumn
Joya de Cerén Archaeological Site,Spring
Tazumal Archaeological Site,Summer
Lake Coatepeque,Autumn
Santa Ana Volcano,Winter
El Boquerón National Park,Spring
Los Tercios Waterfall,Summer
Ruta de las Flores (Route of the Flowers),Autumn
Suchitoto Colonial Town,Winter
La Libertad Beaches,Summer
Malabo,Spring
Monte Alen National Park,Autumn
Pico Basile National Park,Summer
Santa Isabel,Spring
Annobon Island,Autumn
Bata,Summer
Moca Valley,Spring
Ciudad de la Paz,Autumn
Corisco Island,Summer
Luba,Spring
Asmara Central Market,Autumn
Dahlak Archipelago,Summer
Asmara Opera House,Spring
Imperial Palace of Asmara,Autumn
National Museum of Eritrea,Summer
Church of Our Lady of the Rosary,Spring
Adulis Archaeological Site,Autumn
Mai Nefhi Monastery,Summer
Semenawi Bahri National Park,Autumn
Dankalia Region's Salt Pans,Summer
Tallinn Old Town,Autumn
Lahemaa National Park,Summer
Toompea Castle,Autumn
Alexander Nevsky Cathedral,Summer
Kadriorg Palace,Autumn
Kumu Art Museum,Summer
Viru Gate,Autumn
Rila Monastery,Spring
Sofia City Center,Summer
Boyana Church,Autumn
Vitosha Mountain,Winter
Plovdiv Old Town,Spring
Bansko Ski Resort,Winter
Seven Rila Lakes,Summer
Sveti Naum Monastery,Autumn
Ohrid Old Town,Summer
Lake Ohrid,Spring
Mavrovo National Park,Autumn
Skopje Fortress,Summer
Matka Canyon,Spring
Sultan Omar Ali Saifuddien Mosque,Autumn
Ulu Temburong National Park,Summer
Kampong Ayer,Summer
Jerudong Park,Summer
Muara Beach,Spring
Tasek Lama Recreational Park,Autumn
Minsk Old Town,Autumn
Victory Square,Summer
National Library of Belarus,Spring
Gorky Park,Spring
Minsk Botanical Garden,Summer
Brest Fortress,Autumn
Nesvizh Castle,Spring
Mir Castle Complex,Summer
Gomel Palace and Park Ensemble,Summer
Polotsk Historic Center,Autumn
Vitebsk City Hall,Spring
Brasília's Cathedral,Autumn
Palácio da Alvorada,Summer
Itamaraty Palace,Spring
Ponte JK,Summer
Parque Nacional de Brasília,Autumn
Chapada dos Veadeiros National Park,Spring
Praia do Forte,Summer
Pantanal Wetlands,Autumn
Lençóis Maranhenses National Park,Spring
Fernando de Noronha,Summer
Pelourinho Historic Center,Autumn
Iguazu Falls,Summer
Christ the Redeemer,Spring
Sugarloaf Mountain,Summer
Copacabana Beach,Autumn
Amazon Rainforest,Spring
Salvador's Historic Center,Summer
Ouro Preto,Summer
Foz do Iguaçu,Autumn
Belo Horizonte's Central Market,Spring
Paraty Historic Center,Summer
Pão de Açúcar,Autumn
Tijuca National Park,Summer
Angra dos Reis,Spring
São Paulo Museum of Art,Autumn
Ibirapuera Park,Summer
Teatro Municipal,Spring
Museu do Futebol,Summer
Praça da Sé,Autumn
Ilha Grande,Summer
Lençóis Maranhenses National Park,Spring
Manaus Opera House,Summer
Meeting of Waters,Autumn
Teatro Amazonas,Spring
Jaú National Park,Summer
Museu do Índio,Autumn
Boa Vista's Historic Center,Spring
Lago Caracaranã,Summer
Santa Elena de Uairén,Autumn
Angel Falls,Summer
Los Roques Archipelago National Park,Spring
Merida City Center,Summer
Mochima National Park,Autumn
Morrocoy National Park,Summer
Roraima Tepui,Spring
Parque Nacional Canaima,Autumn
Caracas City Center,Summer
Avila National Park,Spring
Margarita Island,Summer
Colonia Tovar,Autumn
Hanoi Old Quarter,Spring
Halong Bay,Summer
Ho Chi Minh Mausoleum,Autumn
Phong Nha-Ke Bang National Park,Summer
Hoi An Ancient Town,Autumn
Nha Trang Beach,Summer
Da Lat City,Summer
Mui Ne Sand Dunes,Spring
Sa Pa,Summer
Cu Chi Tunnels,Autumn
My Son Sanctuary,Summer
Hoan Kiem Lake,Autumn
Ha Giang Loop,Summer
Sapa Terraced Rice Fields,Spring
Luang Prabang,Summer
Kuang Si Waterfalls,Autumn
Vientiane's Wat Si Saket,Summer
Pha That Luang,Spring
Si Phan Don (4000 Islands),Summer
Vang Vieng,Autumn
Pak Ou Caves,Summer
Bolaven Plateau,Spring
Plain of Jars,Autumn
Phnom Penh's Royal Palace,Summer
Angkor Wat,Spring
Battambang Bamboo Train,Summer
Sihanoukville Beaches,Summer
Koh Rong Samloem,Summer
Kep Beach,Autumn
Bokor Hill Station,Spring
Tonle Sap Lake,Summer
Beirut Downtown,Spring
Jeita Grotto,Summer
Raouche Rocks,Summer
Byblos,Spring
Harissa,Summer
Tyre,Summer
The National Museum of Beirut,Spring
Qadisha Valley,Summer
Beiteddine Palace,Spring
Our Lady of Lebanon,Summer
The Maletsunyane Falls,Summer
Katse Dam,Summer
Thaba Bosiu Cultural Village,Spring
Ts'ehlanyane National Park,Summer
Hlotse Mosque,Summer
Morija Museum and Archives,Spring
Sehlabathebe National Park,Summer
Maeder House Gallery,Summer
Bokong Nature Reserve,Spring
Lesotho Craft Center,Summer
Sapo National Park,Summer
Mount Nimba Strict Nature Reserve,Spring
Providence Island,Summer
Kpatawee Waterfall,Summer
Lake Piso,Summer
Blue Lake,Summer
CeCe Beach,Summer
Ducor Palace Hotel,Summer
John F. Kennedy Memorial Monument,Spring
Whipple Hill,Summer
Leptis Magna,Spring
Sabratha,Summer
Ghadames,Summer
Cyrene,Summer
Benghazi,Summer
Tripoli,Summer
The Sahara Desert,Summer
The Green Mountain,Spring
The Jamahiriya Museum,Summer
The Red Castle Museum,Spring
Vaduz Castle,Summer
Kunstmuseum Liechtenstein,Spring
The Principality of Liechtenstein Trail,Summer
Postage Stamp Museum,Spring
Malbun Ski Resort,Summer
Liechtenstein National Museum,Spring
Gutenberg Castle,Spring
Triesenberg Trail System,Summer
Gaflei Trail System,Summer
St. Florin Cathedral,Spring
Hill of Crosses,Spring
Vilnius Old Town,Spring
Trakai Castle,Spring
Curonian Spit,Summer
Kaunas Old Town,Spring
Palanga Amber Museum,Spring
Pazaislis Monastery,Spring
Aukstaitija National Park,Summer
Gediminas Castle Tower,Spring
Dzukija National Park,Summer
Casemates du Bock,Spring
Luxembourg City History Museum,Spring
Notre-Dame Cathedral,Spring
Grand Ducal Palace,Spring
Place d'Armes,Spring
Petrusse Casemates,Spring
Adolphe Bridge,Spring
Mudam Luxembourg – Musée d'Art Moderne Grand-Duc Jean,Spring
Ponte Vecchio,Spring
Pfaffenthal Lift,Spring
Avenue of the Baobabs,Summer
Andasibe-Mantadia National Park,Summer
Tsingy de Bemaraha Strict Nature Reserve,Summer
Ranomafana National Park,Summer
Masoala National Park,Summer
Isalo National Park,Summer
Nosy Be Island,Summer
Royal Hill of Ambohimanga,Summer
The Lemur Park,Summer
Ankarafantsika National Park,Summer
Lake Malawi,Summer
Liwonde National Park,Summer
Majete Wildlife Reserve,Summer
Mulanje Mountain,Summer
Nkhata Bay,Summer
Likoma Island,Summer
Chongoni Rock Art Area,Summer
Zomba Plateau,Summer
Cape Maclear,Summer
Nyika National Park,Summer
Petronas Twin Towers,Summer
Batu Caves,Summer
Langkawi Island,Summer
Melaka Historic City,Summer